"ID","Approved"
"APPA70109647212","0"
"APPB10687939341","0"
"APPC80449411414","0"
"APPD30665094501","0"
"APPE80379821637","0"
"APPF90611935733","0"
"APPG20993415813","0"
"APPH30656456927","0"
"APPI70297912043","0"
"APPJ50119937105","0"
"APPK30106042233","0"
"APPL40962417345","0"
"APPM90265624408","0"
"APPN80816878501","0"
"APPO80036467625","0"
"APPP70300016724","0"
"APPQ20714935844","0"
"APPR10725816917","0"
"APPT80995817106","0"
"APPU10455032232","0"
"APPV20523998348","0"
"APPW70096327441","0"
"APPX50146048546","0"
"APPY80200205609","0"
"APPZ70268239711","0"
"APPB10908859928","0"
"APPC60646419006","0"
"APPD70986505145","0"
"APPE40974536227","0"
"APPF80212605331","0"
"APPG70118514422","0"
"APPH60330147508","0"
"APPI70857836611","0"
"APPL20333186904","0"
"APPM70580221014","0"
"APPN30606238135","0"
"APPQ60782014415","0"
"APPT80140966721","0"
"APPU80930365832","0"
"APPV80124518928","0"
"APPW90476067036","0"
"APPX90531514107","0"
"APPY80613652222","0"
"APPA60775566448","0"
"APPC70771774625","0"
"APPF80168055929","0"
"APPG50757073027","0"
"APPH30859115106","0"
"APPJ10885387332","0"
"APPK40949346408","0"
"APPL60776142522","0"
"APPN50729023734","0"
"APPP70407207923","0"
"APPR40227782118","0"
"APPV80504514517","0"
"APPW80566048613","0"
"APPX80187469727","0"
"APPZ30260508907","0"
"APPA50518171015","0"
"APPB40882474103","0"
"APPC60427976226","0"
"APPD90513037337","0"
"APPG50800243623","0"
"APPH10433332748","0"
"APPI40348921805","0"
"APPJ80439618906","0"
"APPK30634359001","0"
"APPL40047305118","0"
"APPM70985326241","0"
"APPN20760216327","0"
"APPO10519239445","0"
"APPP70822536506","0"
"APPQ10182368643","0"
"APPR30764178704","0"
"APPS60446465843","0"
"APPT20264132924","0"
"APPV90184745108","0"
"APPX70050373318","0"
"APPY80240353432","0"
"APPZ80848953507","0"
"APPD10500401933","0"
"APPE10200701029","0"
"APPF90094523116","0"
"APPG60519369247","0"
"APPH70673564343","0"
"APPI10312387415","0"
"APPJ20310967521","0"
"APPK80886344639","0"
"APPM60863037811","0"
"APPN50560289924","0"
"APPO70832217022","0"
"APPP60583131103","0"
"APPR30748409317","0"
"APPS10305693407","0"
"APPT10792153527","0"
"APPU80979985636","0"
"APPW90127018832","0"
"APPX40629447906","0"
"APPZ20101292145","0"
"APPB10848417338","0"
"APPC40239663433","0"
"APPD20097051518","0"
"APPE50963262622","0"
"APPF90075697702","0"
"APPH10711077908","0"
"APPI90021288035","0"
"APPJ80748148121","0"
"APPK10288641218","0"
"APPL90732086337","0"
"APPM70990842401","0"
"APPN80617857512","0"
"APPO50383745617","0"
"APPP60172178734","0"
"APPR10764977942","0"
"APPT10480648139","0"
"APPU60453258232","0"
"APPX90855367529","0"
"APPY50250927615","0"
"APPZ70422039734","0"
"APPA30393886847","0"
"APPB50127764908","0"
"APPC10119469018","0"
"APPD90858748146","0"
"APPE30664988236","0"
"APPF20625877301","0"
"APPH30151345509","0"
"APPI50441679612","0"
"APPJ30361269731","0"
"APPL80614874904","0"
"APPM50228117025","0"
"APPN70012683119","0"
"APPO90770468211","0"
"APPP10156766334","0"
"APPQ40631778427","0"
"APPR70506299542","0"
"APPS70665146644","0"
"APPT70349004743","0"
"APPU30993402848","0"
"APPW20622431049","0"
"APPY20361501233","0"
"APPZ10238963306","0"
"APPA30874904437","0"
"APPB80692747529","0"
"APPC30041629643","0"
"APPD30315929734","0"
"APPE10332383835","0"
"APPF50037929916","0"
"APPG10834503041","0"
"APPH40967627122","0"
"APPI70312298206","0"
"APPJ70743728327","0"
"APPK30679331423","0"
"APPL60294817522","0"
"APPM80605571641","0"
"APPO70732754849","0"
"APPR90083345128","0"
"APPS40024724225","0"
"APPT10406402302","0"
"APPU60142311444","0"
"APPX40155362702","0"
"APPY80690085843","0"
"APPZ20729429941","0"
"APPA30531058029","0"
"APPB80250096128","0"
"APPC40216184236","0"
"APPE30598585445","0"
"APPF10464165547","0"
"APPG20162638632","0"
"APPH90167759721","0"
"APPK10401968049","0"
"APPL80146029119","0"
"APPM80613619234","0"
"APPN70433746315","0"
"APPQ50809898611","0"
"APPR30401199701","0"
"APPT30401057907","0"
"APPU40338646029","0"
"APPV90359067103","0"
"APPW10851598244","0"
"APPX40611544343","0"
"APPZ50667726527","0"
"APPA60969495628","0"
"APPB10846839717","0"
"APPD70004475949","0"
"APPE10769524014","0"
"APPF20373584102","0"
"APPG80309102235","0"
"APPH70805423317","0"
"APPI30449607434","0"
"APPK40305944614","0"
"APPM80631303825","0"
"APPN30539354908","0"
"APPO30398314007","0"
"APPP10295059142","0"
"APPQ40182527233","0"
"APPR30592087313","0"
"APPS10451308445","0"
"APPT20436718504","0"
"APPV10000594728","0"
"APPW70591476837","0"
"APPX90545539932","0"
"APPZ20555868104","0"
"APPB50601165302","0"
"APPC20734091446","0"
"APPD30922661508","0"
"APPG30388623817","0"
"APPI50436511029","0"
"APPK40504961223","0"
"APPL10249834346","0"
"APPM10566295434","0"
"APPN20971698507","0"
"APPQ40557318821","0"
"APPR10411907921","0"
"APPS60110651012","0"
"APPT90980498131","0"
"APPU30110017218","0"
"APPW20800678439","0"
"APPY20781789607","0"
"APPA50891789808","0"
"APPB30105755939","0"
"APPC10078523014","0"
"APPD10297832113","0"
"APPF10931767336","0"
"APPG80133423412","0"
"APPH30423329507","0"
"APPI70671544622","0"
"APPJ70709397705","0"
"APPK30507806814","0"
"APPL20563609928","0"
"APPN60526055126","0"
"APPO60496324234","0"
"APPP90372528312","0"
"APPQ50563508447","0"
"APPR60834219523","0"
"APPS90066401613","0"
"APPT60413282714","0"
"APPU80357653811","0"
"APPV50558107929","0"
"APPW80305276026","0"
"APPX40140715111","0"
"APPY80579525228","0"
"APPA60414888433","0"
"APPB90587842501","0"
"APPC40254714615","0"
"APPD90427937716","0"
"APPE40482289843","0"
"APPF90606858947","0"
"APPG20179041024","0"
"APPH10099261128","0"
"APPI80998283208","0"
"APPJ50706714349","0"
"APPK60768689411","0"
"APPL60280043529","0"
"APPM30351953604","0"
"APPN40064845722","0"
"APPO80082812849","0"
"APPP40129305907","0"
"APPR70479248144","0"
"APPS30106692249","0"
"APPT70183535323","0"
"APPV30072491521","0"
"APPW90317034634","0"
"APPX10590833748","0"
"APPZ50321995912","0"
"APPC20846683233","0"
"APPD30035557339","0"
"APPE60995955439","0"
"APPF40348771514","0"
"APPG60525674638","0"
"APPI60914532813","0"
"APPJ50135705908","0"
"APPK80834239033","0"
"APPL30367787124","0"
"APPM50365154243","0"
"APPN60371739317","0"
"APPO90778031432","0"
"APPP10865119541","0"
"APPR60514036704","0"
"APPS30033507847","0"
"APPU80509074044","0"
"APPV50034531107","0"
"APPW70561238232","0"
"APPX20526775327","0"
"APPY20169747403","0"
"APPZ30470877547","0"
"APPA90185538648","0"
"APPB60274853705","0"
"APPC50411636801","0"
"APPD80328934945","0"
"APPE10454749046","0"
"APPF20010751138","0"
"APPG60276348205","0"
"APPH60664183321","0"
"APPL20765168747","0"
"APPM20147299813","0"
"APPN40249546913","0"
"APPO20189822007","0"
"APPP30921307109","0"
"APPQ30597277245","0"
"APPS30996555403","0"
"APPU10700307616","0"
"APPV60265399723","0"
"APPW70585071834","0"
"APPX70561392933","0"
"APPY40565011007","0"
"APPZ40098878108","0"
"APPA90060573227","0"
"APPB70442734319","0"
"APPC90770072447","0"
"APPD30486092544","0"
"APPE10311022607","0"
"APPF60631085717","0"
"APPH30090413902","0"
"APPI70634288016","0"
"APPJ90523144107","0"
"APPK90851579202","0"
"APPL50238334324","0"
"APPM40451325417","0"
"APPN90929804518","0"
"APPO60090588603","0"
"APPP10007148712","0"
"APPR30909888915","0"
"APPS20728482014","0"
"APPT90977075101","0"
"APPU70624065235","0"
"APPV80263885346","0"
"APPW30836935416","0"
"APPX10532151548","0"
"APPZ40286609738","0"
"APPB40188979941","0"
"APPC90796515024","0"
"APPD40803081115","0"
"APPE30694295241","0"
"APPG30216561448","0"
"APPI30712489617","0"
"APPJ10278243703","0"
"APPK80277621846","0"
"APPL80078362905","0"
"APPO60098103209","0"
"APPP60023927349","0"
"APPQ30612604402","0"
"APPS60320313627","0"
"APPT70534587715","0"
"APPU90780836829","0"
"APPV60622819917","0"
"APPW70434264005","0"
"APPX20729451101","0"
"APPY30046504231","0"
"APPZ80350479313","0"
"APPA80096183429","0"
"APPB70273443505","0"
"APPE50142203809","0"
"APPF10034408943","0"
"APPH90511677131","0"
"APPI30546095229","0"
"APPJ80416595345","0"
"APPK90285872443","0"
"APPL60953579512","0"
"APPM20644925619","0"
"APPN20225869714","0"
"APPP90991305913","0"
"APPQ70050552026","0"
"APPR60767582147","0"
"APPT70410545308","0"
"APPU10135235412","0"
"APPW10606832628","0"
"APPX60227485706","0"
"APPY90764876839","0"
"APPZ20628084928","0"
"APPA80547519048","0"
"APPB20703102133","0"
"APPC90727362248","0"
"APPD20670011304","0"
"APPE60844191408","0"
"APPF30948581526","0"
"APPG60202918616","0"
"APPH40712615721","0"
"APPI10123409842","0"
"APPL30082033114","0"
"APPO60813926409","0"
"APPQ80765126647","0"
"APPS30481303817","0"
"APPT50402483936","0"
"APPU40449068016","0"
"APPV90997847138","0"
"APPW30766041243","0"
"APPX50585681323","0"
"APPZ50469333546","0"
"APPA50959811611","0"
"APPB70963575742","0"
"APPC40538253839","0"
"APPD70917584927","0"
"APPE30737089003","0"
"APPF10850926136","0"
"APPG90248489235","0"
"APPH90860947347","0"
"APPI30734581444","0"
"APPJ70071568525","0"
"APPK30063345602","0"
"APPL90511325735","0"
"APPM40335888826","0"
"APPN40298397941","0"
"APPO80337469005","0"
"APPP30205342136","0"
"APPQ50283384214","0"
"APPR60598764318","0"
"APPS20640034406","0"
"APPT90434682534","0"
"APPU70260393644","0"
"APPV50716587732","0"
"APPW10401854821","0"
"APPX20748215949","0"
"APPY80151839018","0"
"APPZ20847918104","0"
"APPA40955069224","0"
"APPB90344945306","0"
"APPC50897719435","0"
"APPD50349215529","0"
"APPE70565133611","0"
"APPG50350411819","0"
"APPH20483931906","0"
"APPI50849415049","0"
"APPK20493991213","0"
"APPN50273626514","0"
"APPO30358993611","0"
"APPP50812246721","0"
"APPQ90569518805","0"
"APPT50959734121","0"
"APPU30391605237","0"
"APPV10348801322","0"
"APPW50845645427","0"
"APPX40979259506","0"
"APPY50204128621","0"
"APPA60880974809","0"
"APPB20886378947","0"
"APPC30956683003","0"
"APPE10435608217","0"
"APPF20103964341","0"
"APPG30196114449","0"
"APPH50862821513","0"
"APPI10377217633","0"
"APPJ40318634703","0"
"APPM50493632023","0"
"APPN70135738135","0"
"APPO30500359204","0"
"APPQ80619273444","0"
"APPR70171181506","0"
"APPU40937622821","0"
"APPV10152372903","0"
"APPW80854596047","0"
"APPX20730045102","0"
"APPY70095057223","0"
"APPA70723537417","0"
"APPB60633627527","0"
"APPC30478072638","0"
"APPD50010786702","0"
"APPE80613844816","0"
"APPF50610589929","0"
"APPG70204563004","0"
"APPH80422312114","0"
"APPJ90415776326","0"
"APPL90567985525","0"
"APPM80261604604","0"
"APPN10895363735","0"
"APPO20329016835","0"
"APPP70992643945","0"
"APPQ70988263029","0"
"APPR10955461104","0"
"APPS30719919248","0"
"APPT20588324318","0"
"APPV40049329532","0"
"APPW80397099634","0"
"APPX20702505723","0"
"APPY10029957813","0"
"APPZ80819366935","0"
"APPA90796576001","0"
"APPB70518925115","0"
"APPC40074048231","0"
"APPD20648321326","0"
"APPE90246258437","0"
"APPG70211933607","0"
"APPH60005159726","0"
"APPI30409973811","0"
"APPJ90195613931","0"
"APPK10530691012","0"
"APPL10671243123","0"
"APPM30057411226","0"
"APPN80382708322","0"
"APPO50017247431","0"
"APPP50761342522","0"
"APPQ40936455614","0"
"APPR20583127717","0"
"APPS30067286823","0"
"APPT90531986944","0"
"APPU90736089015","0"
"APPV40154339146","0"
"APPW30591601244","0"
"APPX30176348336","0"
"APPY30009488439","0"
"APPA30513853629","0"
"APPB40862724718","0"
"APPC80706361802","0"
"APPD80257174926","0"
"APPF90610127116","0"
"APPG50800894218","0"
"APPH10874683343","0"
"APPJ70086622521","0"
"APPK10506826628","0"
"APPL60670161709","0"
"APPM80727669838","0"
"APPN40027149928","0"
"APPO20698513007","0"
"APPP80784417128","0"
"APPQ30582873222","0"
"APPT20658552518","0"
"APPU50261418636","0"
"APPV90166599713","0"
"APPX50323665945","0"
"APPY40761804047","0"
"APPA30678622245","0"
"APPB70155594305","0"
"APPC20459579426","0"
"APPE40720565633","0"
"APPG80335981838","0"
"APPH70817208942","0"
"APPI80664442022","0"
"APPJ60923719128","0"
"APPK80835112207","0"
"APPL10258501346","0"
"APPM40486124431","0"
"APPN40934205501","0"
"APPO90348632645","0"
"APPP70738559708","0"
"APPQ20260307818","0"
"APPR10617393948","0"
"APPS50490061009","0"
"APPT20521426122","0"
"APPU40667541249","0"
"APPV70982889332","0"
"APPW70207344401","0"
"APPY20595005627","0"
"APPZ90679413746","0"
"APPA80968387846","0"
"APPB10181429936","0"
"APPC80319465017","0"
"APPD30224414106","0"
"APPE40675752239","0"
"APPF30598434318","0"
"APPG10909392412","0"
"APPI80807172627","0"
"APPJ40588579728","0"
"APPK40122794819","0"
"APPL70644406925","0"
"APPM50146629037","0"
"APPN50194037112","0"
"APPO80528504202","0"
"APPP90001136326","0"
"APPQ60363444432","0"
"APPR40192335533","0"
"APPS20313284631","0"
"APPU90008251826","0"
"APPV40963963905","0"
"APPW90895783007","0"
"APPY70272002231","0"
"APPZ70995862325","0"
"APPA60052579418","0"
"APPB30839934525","0"
"APPC80117963607","0"
"APPD60155065706","0"
"APPF60426588931","0"
"APPG20002638029","0"
"APPJ90399089306","0"
"APPK10673004441","0"
"APPL10291525522","0"
"APPN50643036726","0"
"APPO50384656809","0"
"APPP10197677918","0"
"APPR60433381148","0"
"APPS90460278201","0"
"APPT90453349315","0"
"APPV10856331511","0"
"APPW10346444622","0"
"APPX40003814744","0"
"APPY40607074836","0"
"APPZ20878753922","0"
"APPB90947953116","0"
"APPC30244653244","0"
"APPD20393274307","0"
"APPE30720169418","0"
"APPF80400365533","0"
"APPG50912211643","0"
"APPH90695628721","0"
"APPI60889013803","0"
"APPJ30530858912","0"
"APPK60115011038","0"
"APPL50504497148","0"
"APPN30899469318","0"
"APPO60576014441","0"
"APPP60395216522","0"
"APPR90095208714","0"
"APPS40247522839","0"
"APPT20878502936","0"
"APPU80990895012","0"
"APPX60546379341","0"
"APPY80212429406","0"
"APPZ30412063529","0"
"APPA60043101615","0"
"APPB40707677725","0"
"APPC90259188819","0"
"APPD10790684933","0"
"APPF80642261133","0"
"APPH60274315313","0"
"APPI30503523408","0"
"APPJ50037998522","0"
"APPK50376976645","0"
"APPL80033873724","0"
"APPM30928795827","0"
"APPN80074354911","0"
"APPO40869866045","0"
"APPP60223518132","0"
"APPR30862361307","0"
"APPS90992466418","0"
"APPT80530522524","0"
"APPU40105818634","0"
"APPV30295003703","0"
"APPX70803048934","0"
"APPY40448585045","0"
"APPZ70851473117","0"
"APPA20226245224","0"
"APPB80397858345","0"
"APPD40494675534","0"
"APPE10239389624","0"
"APPF80370161727","0"
"APPG20047527833","0"
"APPH10119488946","0"
"APPI30881803033","0"
"APPK60089998215","0"
"APPL90184636316","0"
"APPM80578506406","0"
"APPN40875063533","0"
"APPO60310607619","0"
"APPQ50251697807","0"
"APPR30583866905","0"
"APPT40009839105","0"
"APPU60500007217","0"
"APPV80507263336","0"
"APPX10204913528","0"
"APPY60398889635","0"
"APPC40648685035","0"
"APPF60322568333","0"
"APPG50372385406","0"
"APPH60763287527","0"
"APPI20724487638","0"
"APPJ70247368706","0"
"APPK80907917828","0"
"APPL10860241917","0"
"APPM70052327002","0"
"APPN70307834109","0"
"APPO90437674246","0"
"APPQ50874592435","0"
"APPR70129689508","0"
"APPS80600773649","0"
"APPT90981629731","0"
"APPU40295361806","0"
"APPV60299437907","0"
"APPW70728038023","0"
"APPX10516665117","0"
"APPY60643965246","0"
"APPZ30605972345","0"
"APPA10462798435","0"
"APPB30355581512","0"
"APPC10547586633","0"
"APPD30326204749","0"
"APPF20865309933","0"
"APPG80799062009","0"
"APPH90823905114","0"
"APPI90405604214","0"
"APPJ30541982333","0"
"APPK10394686427","0"
"APPL80299821536","0"
"APPO50580562845","0"
"APPR60582164106","0"
"APPS70081155228","0"
"APPT30845477337","0"
"APPU30980031412","0"
"APPV70464554521","0"
"APPX70389132712","1"
"APPA90840046026","0"
"APPB30964006113","0"
"APPC40548793239","0"
"APPF30363371528","0"
"APPG80320819611","0"
"APPI60804836831","0"
"APPJ50916503948","0"
"APPK70104158035","0"
"APPL90784267109","0"
"APPM60327772214","0"
"APPN50730574308","0"
"APPP10017517528","0"
"APPR60543802701","0"
"APPS50905623843","0"
"APPV80884919113","0"
"APPW60958408218","0"
"APPX50989172344","0"
"APPZ70223988524","0"
"APPA80126265634","0"
"APPB70148806716","0"
"APPD20210274913","0"
"APPF60247891103","0"
"APPG70781842233","0"
"APPH80949514333","0"
"APPI10292895401","0"
"APPJ40080942533","0"
"APPK70551488646","0"
"APPM60329923838","0"
"APPO90884124024","0"
"APPP70177506138","0"
"APPQ20329124207","0"
"APPR50010813324","0"
"APPS20472229428","0"
"APPT30003743534","0"
"APPU30761024625","0"
"APPV60440774719","0"
"APPW10802427848","0"
"APPX50847001901","0"
"APPY90597705025","0"
"APPA20178796211","0"
"APPB60968669303","0"
"APPC50713459422","0"
"APPD30017534507","0"
"APPE80754081602","0"
"APPG60440413843","0"
"APPK10479702245","0"
"APPL20754956313","0"
"APPM10216063412","0"
"APPN60622229526","0"
"APPO90527013648","0"
"APPP80662398735","0"
"APPQ50372915823","0"
"APPR80054558907","0"
"APPS40654445026","0"
"APPT30673148148","0"
"APPU50149699219","0"
"APPV60642722334","0"
"APPY50783877649","0"
"APPZ30417006702","0"
"APPB80039471925","0"
"APPC80399226017","0"
"APPE60500761238","0"
"APPF30442909319","0"
"APPG60792418401","0"
"APPH30850229543","0"
"APPJ20645523707","0"
"APPK40338347833","0"
"APPN80082502125","0"
"APPO10505658228","0"
"APPR80255496544","0"
"APPT10572952745","0"
"APPU20598092845","0"
"APPV90681978947","0"
"APPW70051742049","0"
"APPA20712823448","0"
"APPB10936759508","0"
"APPC90878353641","0"
"APPD40625665742","0"
"APPE60401478849","0"
"APPF10819225912","0"
"APPH60409321104","0"
"APPI40406169214","0"
"APPK70748566447","0"
"APPL80817915513","0"
"APPM20939483648","0"
"APPN40698099726","0"
"APPO40348743807","0"
"APPP50048656911","0"
"APPQ60415477022","0"
"APPR40366769123","0"
"APPS20684438241","0"
"APPT70167942303","0"
"APPU90150979438","0"
"APPV20841539501","0"
"APPW70091326638","0"
"APPX90732106746","0"
"APPY40530322831","0"
"APPB80234335131","0"
"APPC70998952234","0"
"APPD20330233349","0"
"APPE30465233427","0"
"APPG20987931624","0"
"APPH10434483737","0"
"APPI70725565825","0"
"APPJ10932151905","0"
"APPK80755971043","0"
"APPL20227248105","0"
"APPN30234861315","0"
"APPO40425986436","0"
"APPP30570536526","0"
"APPQ50623987613","0"
"APPR70615937709","0"
"APPS50709998824","0"
"APPT10481824943","0"
"APPV10805168102","0"
"APPW30713575209","0"
"APPX20786783312","0"
"APPZ20137229548","0"
"APPA10777598643","0"
"APPB10238193739","0"
"APPC60937831819","0"
"APPD40879787937","0"
"APPE10746511009","0"
"APPG70116873221","0"
"APPH60759359311","0"
"APPI80960371427","0"
"APPJ80266871524","0"
"APPL20217168732","0"
"APPM50253644839","0"
"APPN30566416936","0"
"APPQ60952678219","0"
"APPR20768147343","0"
"APPS80161471444","0"
"APPT10583047535","0"
"APPU70189189618","0"
"APPV40375251728","0"
"APPW10374351829","0"
"APPB80903716327","0"
"APPC10932919406","0"
"APPD10566895548","0"
"APPE10004344611","0"
"APPF30052459708","0"
"APPG10165103807","0"
"APPH60585308913","0"
"APPJ80169425132","0"
"APPN40133951514","0"
"APPO70825221623","0"
"APPP30515299733","0"
"APPQ30997938814","0"
"APPR70759005931","0"
"APPS60743807032","0"
"APPT40147771124","0"
"APPU10362081222","0"
"APPV10067092305","0"
"APPW60790703401","0"
"APPY50651214638","0"
"APPZ70000076728","0"
"APPA70071764828","0"
"APPB40101691906","0"
"APPC90630266002","0"
"APPD20458304139","0"
"APPE80937839246","0"
"APPF50996514326","0"
"APPG90824371441","0"
"APPI70777986624","0"
"APPK50842361847","0"
"APPL40333364925","0"
"APPM80217769016","0"
"APPN50153115116","0"
"APPO60741967222","0"
"APPQ20674162438","0"
"APPR30323619537","0"
"APPT90742429747","0"
"APPU30920193816","0"
"APPV70350917927","0"
"APPW10744084017","0"
"APPX30723225128","0"
"APPY40550372216","0"
"APPZ70245826322","0"
"APPA90867091418","0"
"APPC70283368632","0"
"APPD50833684742","0"
"APPE60005273829","0"
"APPG40455243027","0"
"APPI70435364248","0"
"APPJ30501483332","0"
"APPL60733333536","0"
"APPM20270476616","0"
"APPN10684433747","0"
"APPO70926967834","0"
"APPP60165679917","0"
"APPQ50887815015","0"
"APPR40058092125","0"
"APPW20894596606","0"
"APPX90914304715","0"
"APPY50726728828","0"
"APPA10931003041","0"
"APPB10118714127","0"
"APPC30649851207","0"
"APPD90790279316","0"
"APPE90691725437","0"
"APPF80579709522","0"
"APPG20387756634","0"
"APPH70209197706","0"
"APPI80531795819","0"
"APPJ20271814927","0"
"APPK90259624022","0"
"APPL70881987122","0"
"APPN40699372329","0"
"APPO90692315409","0"
"APPP70024216526","0"
"APPQ60150322626","0"
"APPT30397619913","0"
"APPV80410869104","0"
"APPW90423249212","0"
"APPX30533682307","0"
"APPA60820075625","0"
"APPC30532981847","0"
"APPD30991138931","0"
"APPE30194971042","0"
"APPF10274725112","0"
"APPG30691021234","0"
"APPI90330603413","0"
"APPJ80873022511","0"
"APPK80882144635","0"
"APPL40787854714","0"
"APPM60951016813","0"
"APPN40097556905","0"
